subject_id,minute_index,annotation_sample,annotation_time_sec,annotation_time_min,symbol,label,expected_window_start_sample,expected_window_end_sample
a19,320,1920000,19200.0,320.0,A,1,1920000,1926000
a19,321,1926000,19260.0,321.0,A,1,1926000,1932000
a19,322,1932000,19320.0,322.0,A,1,1932000,1938000
a19,323,1938000,19380.0,323.0,A,1,1938000,1944000
a19,324,1944000,19440.0,324.0,A,1,1944000,1950000
a19,325,1950000,19500.0,325.0,A,1,1950000,1956000
a19,326,1956000,19560.0,326.0,A,1,1956000,1962000
a19,327,1962000,19620.0,327.0,A,1,1962000,1968000
a19,328,1968000,19680.0,328.0,A,1,1968000,1974000
a19,329,1974000,19740.0,329.0,A,1,1974000,1980000
a19,330,1980000,19800.0,330.0,A,1,1980000,1986000
a19,331,1986000,19860.0,331.0,A,1,1986000,1992000
a19,332,1992000,19920.0,332.0,A,1,1992000,1998000
a19,333,1998000,19980.0,333.0,A,1,1998000,2004000
a19,334,2004000,20040.0,334.0,A,1,2004000,2010000
a19,335,2010000,20100.0,335.0,A,1,2010000,2016000
a19,336,2016000,20160.0,336.0,A,1,2016000,2022000
a19,337,2022000,20220.0,337.0,A,1,2022000,2028000
a19,338,2028000,20280.0,338.0,A,1,2028000,2034000
a19,339,2034000,20340.0,339.0,A,1,2034000,2040000
a19,340,2040000,20400.0,340.0,A,1,2040000,2046000
a19,341,2046000,20460.0,341.0,A,1,2046000,2052000
a19,342,2052000,20520.0,342.0,N,0,2052000,2058000
a19,343,2058000,20580.0,343.0,N,0,2058000,2064000
a19,344,2064000,20640.0,344.0,N,0,2064000,2070000
a19,345,2070000,20700.0,345.0,N,0,2070000,2076000
a19,346,2076000,20760.0,346.0,N,0,2076000,2082000
a19,347,2082000,20820.0,347.0,A,1,2082000,2088000
a19,348,2088000,20880.0,348.0,N,0,2088000,2094000
a19,349,2094000,20940.0,349.0,N,0,2094000,2100000
a19,350,2100000,21000.0,350.0,N,0,2100000,2106000
a19,351,2106000,21060.0,351.0,N,0,2106000,2112000
a19,352,2112000,21120.0,352.0,N,0,2112000,2118000
a19,353,2118000,21180.0,353.0,N,0,2118000,2124000
a19,354,2124000,21240.0,354.0,N,0,2124000,2130000
a19,355,2130000,21300.0,355.0,N,0,2130000,2136000
a19,356,2136000,21360.0,356.0,N,0,2136000,2142000
a19,357,2142000,21420.0,357.0,N,0,2142000,2148000
a19,358,2148000,21480.0,358.0,N,0,2148000,2154000
a19,359,2154000,21540.0,359.0,N,0,2154000,2160000
a19,360,2160000,21600.0,360.0,N,0,2160000,2166000
a19,361,2166000,21660.0,361.0,N,0,2166000,2172000
a19,362,2172000,21720.0,362.0,N,0,2172000,2178000
a19,363,2178000,21780.0,363.0,N,0,2178000,2184000
a19,364,2184000,21840.0,364.0,N,0,2184000,2190000
a19,365,2190000,21900.0,365.0,N,0,2190000,2196000
a19,366,2196000,21960.0,366.0,N,0,2196000,2202000
a19,367,2202000,22020.0,367.0,N,0,2202000,2208000
a19,368,2208000,22080.0,368.0,N,0,2208000,2214000
a19,369,2214000,22140.0,369.0,N,0,2214000,2220000
a19,370,2220000,22200.0,370.0,N,0,2220000,2226000
a19,371,2226000,22260.0,371.0,N,0,2226000,2232000
a19,372,2232000,22320.0,372.0,N,0,2232000,2238000
a19,373,2238000,22380.0,373.0,N,0,2238000,2244000
a19,374,2244000,22440.0,374.0,N,0,2244000,2250000
a19,375,2250000,22500.0,375.0,N,0,2250000,2256000
a19,376,2256000,22560.0,376.0,N,0,2256000,2262000
a19,377,2262000,22620.0,377.0,A,1,2262000,2268000
a19,378,2268000,22680.0,378.0,A,1,2268000,2274000
a19,379,2274000,22740.0,379.0,A,1,2274000,2280000
a19,380,2280000,22800.0,380.0,A,1,2280000,2286000
a19,381,2286000,22860.0,381.0,A,1,2286000,2292000
a19,382,2292000,22920.0,382.0,A,1,2292000,2298000
a19,383,2298000,22980.0,383.0,A,1,2298000,2304000
a19,384,2304000,23040.0,384.0,A,1,2304000,2310000
a19,385,2310000,23100.0,385.0,A,1,2310000,2316000
a19,386,2316000,23160.0,386.0,A,1,2316000,2322000
a19,387,2322000,23220.0,387.0,A,1,2322000,2328000
a19,388,2328000,23280.0,388.0,A,1,2328000,2334000
a19,389,2334000,23340.0,389.0,A,1,2334000,2340000
a19,390,2340000,23400.0,390.0,A,1,2340000,2346000
a19,391,2346000,23460.0,391.0,A,1,2346000,2352000
a19,392,2352000,23520.0,392.0,A,1,2352000,2358000
a19,393,2358000,23580.0,393.0,A,1,2358000,2364000
a19,394,2364000,23640.0,394.0,A,1,2364000,2370000
a19,395,2370000,23700.0,395.0,A,1,2370000,2376000
a19,396,2376000,23760.0,396.0,N,0,2376000,2382000
a19,397,2382000,23820.0,397.0,N,0,2382000,2388000
a19,398,2388000,23880.0,398.0,N,0,2388000,2394000
a19,399,2394000,23940.0,399.0,N,0,2394000,2400000
a19,400,2400000,24000.0,400.0,N,0,2400000,2406000
a19,401,2406000,24060.0,401.0,N,0,2406000,2412000
a19,402,2412000,24120.0,402.0,N,0,2412000,2418000
a19,403,2418000,24180.0,403.0,N,0,2418000,2424000
a19,404,2424000,24240.0,404.0,N,0,2424000,2430000
a19,405,2430000,24300.0,405.0,N,0,2430000,2436000
a19,406,2436000,24360.0,406.0,N,0,2436000,2442000
a19,407,2442000,24420.0,407.0,N,0,2442000,2448000
a19,408,2448000,24480.0,408.0,N,0,2448000,2454000
a19,409,2454000,24540.0,409.0,N,0,2454000,2460000
a19,410,2460000,24600.0,410.0,N,0,2460000,2466000
a19,411,2466000,24660.0,411.0,N,0,2466000,2472000
a19,412,2472000,24720.0,412.0,N,0,2472000,2478000
a19,413,2478000,24780.0,413.0,N,0,2478000,2484000
a19,414,2484000,24840.0,414.0,N,0,2484000,2490000
a19,415,2490000,24900.0,415.0,N,0,2490000,2496000
a19,416,2496000,24960.0,416.0,N,0,2496000,2502000
a19,417,2502000,25020.0,417.0,N,0,2502000,2508000
a19,418,2508000,25080.0,418.0,N,0,2508000,2514000
a19,419,2514000,25140.0,419.0,N,0,2514000,2520000
a19,420,2520000,25200.0,420.0,N,0,2520000,2526000
a19,421,2526000,25260.0,421.0,N,0,2526000,2532000
a19,422,2532000,25320.0,422.0,N,0,2532000,2538000
a19,423,2538000,25380.0,423.0,N,0,2538000,2544000
a19,424,2544000,25440.0,424.0,N,0,2544000,2550000
a19,425,2550000,25500.0,425.0,N,0,2550000,2556000
a19,426,2556000,25560.0,426.0,N,0,2556000,2562000
a19,427,2562000,25620.0,427.0,N,0,2562000,2568000
a19,428,2568000,25680.0,428.0,N,0,2568000,2574000
a19,429,2574000,25740.0,429.0,N,0,2574000,2580000
a19,430,2580000,25800.0,430.0,N,0,2580000,2586000
a19,431,2586000,25860.0,431.0,N,0,2586000,2592000
a19,432,2592000,25920.0,432.0,N,0,2592000,2598000
a19,433,2598000,25980.0,433.0,N,0,2598000,2604000
a19,434,2604000,26040.0,434.0,N,0,2604000,2610000
a19,435,2610000,26100.0,435.0,N,0,2610000,2616000
a19,436,2616000,26160.0,436.0,N,0,2616000,2622000
a19,437,2622000,26220.0,437.0,N,0,2622000,2628000
a19,438,2628000,26280.0,438.0,N,0,2628000,2634000
a19,439,2634000,26340.0,439.0,A,1,2634000,2640000
a19,440,2640000,26400.0,440.0,A,1,2640000,2646000
a19,441,2646000,26460.0,441.0,A,1,2646000,2652000
a19,442,2652000,26520.0,442.0,A,1,2652000,2658000
a19,443,2658000,26580.0,443.0,A,1,2658000,2664000
a19,444,2664000,26640.0,444.0,A,1,2664000,2670000
a19,445,2670000,26700.0,445.0,A,1,2670000,2676000
a19,446,2676000,26760.0,446.0,A,1,2676000,2682000
a19,447,2682000,26820.0,447.0,A,1,2682000,2688000
a19,448,2688000,26880.0,448.0,A,1,2688000,2694000
a19,449,2694000,26940.0,449.0,A,1,2694000,2700000
a19,450,2700000,27000.0,450.0,A,1,2700000,2706000
a19,451,2706000,27060.0,451.0,A,1,2706000,2712000
a19,452,2712000,27120.0,452.0,A,1,2712000,2718000
a19,453,2718000,27180.0,453.0,A,1,2718000,2724000
a19,454,2724000,27240.0,454.0,A,1,2724000,2730000
a19,455,2730000,27300.0,455.0,A,1,2730000,2736000
a19,456,2736000,27360.0,456.0,A,1,2736000,2742000
a19,457,2742000,27420.0,457.0,N,0,2742000,2748000
a19,458,2748000,27480.0,458.0,A,1,2748000,2754000
a19,459,2754000,27540.0,459.0,A,1,2754000,2760000
a19,460,2760000,27600.0,460.0,A,1,2760000,2766000
a19,461,2766000,27660.0,461.0,A,1,2766000,2772000
a19,462,2772000,27720.0,462.0,A,1,2772000,2778000
a19,463,2778000,27780.0,463.0,A,1,2778000,2784000
a19,464,2784000,27840.0,464.0,A,1,2784000,2790000
a19,465,2790000,27900.0,465.0,A,1,2790000,2796000
a19,466,2796000,27960.0,466.0,N,0,2796000,2802000
a19,467,2802000,28020.0,467.0,N,0,2802000,2808000
a19,468,2808000,28080.0,468.0,N,0,2808000,2814000
a19,469,2814000,28140.0,469.0,N,0,2814000,2820000
a19,470,2820000,28200.0,470.0,N,0,2820000,2826000
a19,471,2826000,28260.0,471.0,N,0,2826000,2832000
a19,472,2832000,28320.0,472.0,N,0,2832000,2838000
a19,473,2838000,28380.0,473.0,N,0,2838000,2844000
a19,474,2844000,28440.0,474.0,N,0,2844000,2850000
a19,475,2850000,28500.0,475.0,N,0,2850000,2856000
a19,476,2856000,28560.0,476.0,N,0,2856000,2862000
a19,477,2862000,28620.0,477.0,N,0,2862000,2868000
a19,478,2868000,28680.0,478.0,N,0,2868000,2874000
a19,479,2874000,28740.0,479.0,A,1,2874000,2880000
a19,480,2880000,28800.0,480.0,N,0,2880000,2886000
a19,481,2886000,28860.0,481.0,A,1,2886000,2892000
a19,482,2892000,28920.0,482.0,N,0,2892000,2898000
a19,483,2898000,28980.0,483.0,A,1,2898000,2904000
a19,484,2904000,29040.0,484.0,A,1,2904000,2910000
a19,485,2910000,29100.0,485.0,A,1,2910000,2916000
a19,486,2916000,29160.0,486.0,A,1,2916000,2922000
a19,487,2922000,29220.0,487.0,A,1,2922000,2928000
a19,488,2928000,29280.0,488.0,A,1,2928000,2934000
a19,489,2934000,29340.0,489.0,A,1,2934000,2940000
a19,490,2940000,29400.0,490.0,A,1,2940000,2946000
a19,491,2946000,29460.0,491.0,A,1,2946000,2952000
a19,492,2952000,29520.0,492.0,A,1,2952000,2958000
a19,493,2958000,29580.0,493.0,A,1,2958000,2964000
a19,494,2964000,29640.0,494.0,A,1,2964000,2970000
a19,495,2970000,29700.0,495.0,A,1,2970000,2976000
a19,496,2976000,29760.0,496.0,A,1,2976000,2982000
a19,497,2982000,29820.0,497.0,A,1,2982000,2988000
a19,498,2988000,29880.0,498.0,A,1,2988000,2994000
a19,499,2994000,29940.0,499.0,A,1,2994000,3000000
a19,500,3000000,30000.0,500.0,A,1,3000000,3006000
a19,501,3006000,30060.0,501.0,A,1,3006000,3012000
a20,0,0,0.0,0.0,N,0,0,6000
a20,1,6000,60.0,1.0,N,0,6000,12000
a20,2,12000,120.0,2.0,N,0,12000,18000
a20,3,18000,180.0,3.0,N,0,18000,24000
a20,4,24000,240.0,4.0,N,0,24000,30000
a20,5,30000,300.0,5.0,N,0,30000,36000
a20,6,36000,360.0,6.0,N,0,36000,42000
a20,7,42000,420.0,7.0,N,0,42000,48000
a20,8,48000,480.0,8.0,N,0,48000,54000
a20,9,54000,540.0,9.0,N,0,54000,60000
a20,10,60000,600.0,10.0,N,0,60000,66000
a20,11,66000,660.0,11.0,N,0,66000,72000
a20,12,72000,720.0,12.0,N,0,72000,78000
a20,13,78000,780.0,13.0,N,0,78000,84000
a20,14,84000,840.0,14.0,N,0,84000,90000
a20,15,90000,900.0,15.0,N,0,90000,96000
a20,16,96000,960.0,16.0,N,0,96000,102000
a20,17,102000,1020.0,17.0,N,0,102000,108000
a20,18,108000,1080.0,18.0,N,0,108000,114000
a20,19,114000,1140.0,19.0,N,0,114000,120000
a20,20,120000,1200.0,20.0,N,0,120000,126000
a20,21,126000,1260.0,21.0,N,0,126000,132000
a20,22,132000,1320.0,22.0,N,0,132000,138000
a20,23,138000,1380.0,23.0,N,0,138000,144000
a20,24,144000,1440.0,24.0,N,0,144000,150000
a20,25,150000,1500.0,25.0,N,0,150000,156000
a20,26,156000,1560.0,26.0,N,0,156000,162000
a20,27,162000,1620.0,27.0,N,0,162000,168000
a20,28,168000,1680.0,28.0,N,0,168000,174000
a20,29,174000,1740.0,29.0,N,0,174000,180000
a20,30,180000,1800.0,30.0,N,0,180000,186000
a20,31,186000,1860.0,31.0,N,0,186000,192000
a20,32,192000,1920.0,32.0,N,0,192000,198000
a20,33,198000,1980.0,33.0,N,0,198000,204000
a20,34,204000,2040.0,34.0,N,0,204000,210000
a20,35,210000,2100.0,35.0,N,0,210000,216000
a20,36,216000,2160.0,36.0,N,0,216000,222000
a20,37,222000,2220.0,37.0,N,0,222000,228000
a20,38,228000,2280.0,38.0,N,0,228000,234000
a20,39,234000,2340.0,39.0,N,0,234000,240000
a20,40,240000,2400.0,40.0,N,0,240000,246000
a20,41,246000,2460.0,41.0,N,0,246000,252000
a20,42,252000,2520.0,42.0,N,0,252000,258000
a20,43,258000,2580.0,43.0,N,0,258000,264000
a20,44,264000,2640.0,44.0,N,0,264000,270000
a20,45,270000,2700.0,45.0,N,0,270000,276000
a20,46,276000,2760.0,46.0,N,0,276000,282000
a20,47,282000,2820.0,47.0,N,0,282000,288000
a20,48,288000,2880.0,48.0,N,0,288000,294000
a20,49,294000,2940.0,49.0,N,0,294000,300000
a20,50,300000,3000.0,50.0,A,1,300000,306000
a20,51,306000,3060.0,51.0,A,1,306000,312000
a20,52,312000,3120.0,52.0,A,1,312000,318000
a20,53,318000,3180.0,53.0,A,1,318000,324000
a20,54,324000,3240.0,54.0,A,1,324000,330000
a20,55,330000,3300.0,55.0,A,1,330000,336000
a20,56,336000,3360.0,56.0,A,1,336000,342000
a20,57,342000,3420.0,57.0,A,1,342000,348000
a20,58,348000,3480.0,58.0,A,1,348000,354000
a20,59,354000,3540.0,59.0,A,1,354000,360000
a20,60,360000,3600.0,60.0,A,1,360000,366000
a20,61,366000,3660.0,61.0,A,1,366000,372000
a20,62,372000,3720.0,62.0,A,1,372000,378000
a20,63,378000,3780.0,63.0,A,1,378000,384000
a20,64,384000,3840.0,64.0,A,1,384000,390000
a20,65,390000,3900.0,65.0,A,1,390000,396000
a20,66,396000,3960.0,66.0,A,1,396000,402000
a20,67,402000,4020.0,67.0,A,1,402000,408000
a20,68,408000,4080.0,68.0,A,1,408000,414000
a20,69,414000,4140.0,69.0,A,1,414000,420000
a20,70,420000,4200.0,70.0,A,1,420000,426000
a20,71,426000,4260.0,71.0,A,1,426000,432000
a20,72,432000,4320.0,72.0,N,0,432000,438000
a20,73,438000,4380.0,73.0,N,0,438000,444000
a20,74,444000,4440.0,74.0,A,1,444000,450000
a20,75,450000,4500.0,75.0,A,1,450000,456000
a20,76,456000,4560.0,76.0,A,1,456000,462000
a20,77,462000,4620.0,77.0,A,1,462000,468000
a20,78,468000,4680.0,78.0,A,1,468000,474000
a20,79,474000,4740.0,79.0,A,1,474000,480000
a20,80,480000,4800.0,80.0,A,1,480000,486000
a20,81,486000,4860.0,81.0,A,1,486000,492000
a20,82,492000,4920.0,82.0,A,1,492000,498000
a20,83,498000,4980.0,83.0,N,0,498000,504000
a20,84,504000,5040.0,84.0,N,0,504000,510000
a20,85,510000,5100.0,85.0,N,0,510000,516000
a20,86,516000,5160.0,86.0,N,0,516000,522000
a20,87,522000,5220.0,87.0,N,0,522000,528000
a20,88,528000,5280.0,88.0,N,0,528000,534000
a20,89,534000,5340.0,89.0,A,1,534000,540000
a20,90,540000,5400.0,90.0,A,1,540000,546000
a20,91,546000,5460.0,91.0,A,1,546000,552000
a20,92,552000,5520.0,92.0,N,0,552000,558000
a20,93,558000,5580.0,93.0,N,0,558000,564000
a20,94,564000,5640.0,94.0,A,1,564000,570000
a20,95,570000,5700.0,95.0,A,1,570000,576000
a20,96,576000,5760.0,96.0,A,1,576000,582000
a20,97,582000,5820.0,97.0,A,1,582000,588000
a20,98,588000,5880.0,98.0,A,1,588000,594000
a20,99,594000,5940.0,99.0,A,1,594000,600000
a20,100,600000,6000.0,100.0,A,1,600000,606000
a20,101,606000,6060.0,101.0,A,1,606000,612000
a20,102,612000,6120.0,102.0,A,1,612000,618000
a20,103,618000,6180.0,103.0,A,1,618000,624000
a20,104,624000,6240.0,104.0,A,1,624000,630000
a20,105,630000,6300.0,105.0,A,1,630000,636000
a20,106,636000,6360.0,106.0,A,1,636000,642000
a20,107,642000,6420.0,107.0,A,1,642000,648000
a20,108,648000,6480.0,108.0,A,1,648000,654000
a20,109,654000,6540.0,109.0,A,1,654000,660000
a20,110,660000,6600.0,110.0,A,1,660000,666000
a20,111,666000,6660.0,111.0,A,1,666000,672000
a20,112,672000,6720.0,112.0,A,1,672000,678000
a20,113,678000,6780.0,113.0,A,1,678000,684000
a20,114,684000,6840.0,114.0,A,1,684000,690000
a20,115,690000,6900.0,115.0,A,1,690000,696000
a20,116,696000,6960.0,116.0,A,1,696000,702000
a20,117,702000,7020.0,117.0,A,1,702000,708000
a20,118,708000,7080.0,118.0,A,1,708000,714000
a20,119,714000,7140.0,119.0,A,1,714000,720000
a20,120,720000,7200.0,120.0,A,1,720000,726000
a20,121,726000,7260.0,121.0,A,1,726000,732000
a20,122,732000,7320.0,122.0,A,1,732000,738000
a20,123,738000,7380.0,123.0,A,1,738000,744000
a20,124,744000,7440.0,124.0,N,0,744000,750000
a20,125,750000,7500.0,125.0,N,0,750000,756000
a20,126,756000,7560.0,126.0,N,0,756000,762000
a20,127,762000,7620.0,127.0,N,0,762000,768000
a20,128,768000,7680.0,128.0,A,1,768000,774000
a20,129,774000,7740.0,129.0,A,1,774000,780000
a20,130,780000,7800.0,130.0,A,1,780000,786000
a20,131,786000,7860.0,131.0,A,1,786000,792000
a20,132,792000,7920.0,132.0,A,1,792000,798000
a20,133,798000,7980.0,133.0,A,1,798000,804000
a20,134,804000,8040.0,134.0,A,1,804000,810000
a20,135,810000,8100.0,135.0,N,0,810000,816000
a20,136,816000,8160.0,136.0,N,0,816000,822000
a20,137,822000,8220.0,137.0,N,0,822000,828000
a20,138,828000,8280.0,138.0,A,1,828000,834000
a20,139,834000,8340.0,139.0,A,1,834000,840000
a20,140,840000,8400.0,140.0,A,1,840000,846000
a20,141,846000,8460.0,141.0,A,1,846000,852000
a20,142,852000,8520.0,142.0,A,1,852000,858000
a20,143,858000,8580.0,143.0,A,1,858000,864000
a20,144,864000,8640.0,144.0,A,1,864000,870000
a20,145,870000,8700.0,145.0,A,1,870000,876000
a20,146,876000,8760.0,146.0,A,1,876000,882000
a20,147,882000,8820.0,147.0,A,1,882000,888000
a20,148,888000,8880.0,148.0,A,1,888000,894000
a20,149,894000,8940.0,149.0,A,1,894000,900000
a20,150,900000,9000.0,150.0,A,1,900000,906000
a20,151,906000,9060.0,151.0,A,1,906000,912000
a20,152,912000,9120.0,152.0,A,1,912000,918000
a20,153,918000,9180.0,153.0,A,1,918000,924000
a20,154,924000,9240.0,154.0,A,1,924000,930000
a20,155,930000,9300.0,155.0,A,1,930000,936000
a20,156,936000,9360.0,156.0,A,1,936000,942000
a20,157,942000,9420.0,157.0,A,1,942000,948000
a20,158,948000,9480.0,158.0,A,1,948000,954000
a20,159,954000,9540.0,159.0,A,1,954000,960000
a20,160,960000,9600.0,160.0,A,1,960000,966000
a20,161,966000,9660.0,161.0,A,1,966000,972000
a20,162,972000,9720.0,162.0,A,1,972000,978000
a20,163,978000,9780.0,163.0,A,1,978000,984000
a20,164,984000,9840.0,164.0,A,1,984000,990000
a20,165,990000,9900.0,165.0,A,1,990000,996000
a20,166,996000,9960.0,166.0,A,1,996000,1002000
a20,167,1002000,10020.0,167.0,A,1,1002000,1008000
a20,168,1008000,10080.0,168.0,A,1,1008000,1014000
a20,169,1014000,10140.0,169.0,A,1,1014000,1020000
a20,170,1020000,10200.0,170.0,A,1,1020000,1026000
a20,171,1026000,10260.0,171.0,A,1,1026000,1032000
a20,172,1032000,10320.0,172.0,A,1,1032000,1038000
a20,173,1038000,10380.0,173.0,A,1,1038000,1044000
a20,174,1044000,10440.0,174.0,A,1,1044000,1050000
a20,175,1050000,10500.0,175.0,A,1,1050000,1056000
a20,176,1056000,10560.0,176.0,A,1,1056000,1062000
a20,177,1062000,10620.0,177.0,A,1,1062000,1068000
a20,178,1068000,10680.0,178.0,A,1,1068000,1074000
a20,179,1074000,10740.0,179.0,A,1,1074000,1080000
a20,180,1080000,10800.0,180.0,A,1,1080000,1086000
a20,181,1086000,10860.0,181.0,A,1,1086000,1092000
a20,182,1092000,10920.0,182.0,A,1,1092000,1098000
a20,183,1098000,10980.0,183.0,A,1,1098000,1104000
a20,184,1104000,11040.0,184.0,A,1,1104000,1110000
a20,185,1110000,11100.0,185.0,A,1,1110000,1116000
a20,186,1116000,11160.0,186.0,A,1,1116000,1122000
a20,187,1122000,11220.0,187.0,A,1,1122000,1128000
a20,188,1128000,11280.0,188.0,A,1,1128000,1134000
a20,189,1134000,11340.0,189.0,N,0,1134000,1140000
a20,190,1140000,11400.0,190.0,N,0,1140000,1146000
a20,191,1146000,11460.0,191.0,A,1,1146000,1152000
a20,192,1152000,11520.0,192.0,A,1,1152000,1158000
a20,193,1158000,11580.0,193.0,A,1,1158000,1164000
a20,194,1164000,11640.0,194.0,A,1,1164000,1170000
a20,195,1170000,11700.0,195.0,N,0,1170000,1176000
a20,196,1176000,11760.0,196.0,N,0,1176000,1182000
a20,197,1182000,11820.0,197.0,N,0,1182000,1188000
a20,198,1188000,11880.0,198.0,A,1,1188000,1194000
a20,199,1194000,11940.0,199.0,A,1,1194000,1200000
a20,200,1200000,12000.0,200.0,N,0,1200000,1206000
a20,201,1206000,12060.0,201.0,N,0,1206000,1212000
a20,202,1212000,12120.0,202.0,N,0,1212000,1218000
a20,203,1218000,12180.0,203.0,N,0,1218000,1224000
a20,204,1224000,12240.0,204.0,N,0,1224000,1230000
a20,205,1230000,12300.0,205.0,N,0,1230000,1236000
a20,206,1236000,12360.0,206.0,A,1,1236000,1242000
a20,207,1242000,12420.0,207.0,A,1,1242000,1248000
a20,208,1248000,12480.0,208.0,A,1,1248000,1254000
a20,209,1254000,12540.0,209.0,A,1,1254000,1260000
a20,210,1260000,12600.0,210.0,A,1,1260000,1266000
a20,211,1266000,12660.0,211.0,A,1,1266000,1272000
a20,212,1272000,12720.0,212.0,A,1,1272000,1278000
a20,213,1278000,12780.0,213.0,A,1,1278000,1284000
a20,214,1284000,12840.0,214.0,A,1,1284000,1290000
a20,215,1290000,12900.0,215.0,A,1,1290000,1296000
a20,216,1296000,12960.0,216.0,A,1,1296000,1302000
a20,217,1302000,13020.0,217.0,A,1,1302000,1308000
a20,218,1308000,13080.0,218.0,A,1,1308000,1314000
a20,219,1314000,13140.0,219.0,A,1,1314000,1320000
a20,220,1320000,13200.0,220.0,A,1,1320000,1326000
a20,221,1326000,13260.0,221.0,A,1,1326000,1332000
a20,222,1332000,13320.0,222.0,A,1,1332000,1338000
a20,223,1338000,13380.0,223.0,A,1,1338000,1344000
a20,224,1344000,13440.0,224.0,A,1,1344000,1350000
a20,225,1350000,13500.0,225.0,A,1,1350000,1356000
a20,226,1356000,13560.0,226.0,A,1,1356000,1362000
a20,227,1362000,13620.0,227.0,A,1,1362000,1368000
a20,228,1368000,13680.0,228.0,A,1,1368000,1374000
a20,229,1374000,13740.0,229.0,A,1,1374000,1380000
a20,230,1380000,13800.0,230.0,A,1,1380000,1386000
a20,231,1386000,13860.0,231.0,A,1,1386000,1392000
a20,232,1392000,13920.0,232.0,A,1,1392000,1398000
a20,233,1398000,13980.0,233.0,A,1,1398000,1404000
a20,234,1404000,14040.0,234.0,A,1,1404000,1410000
a20,235,1410000,14100.0,235.0,A,1,1410000,1416000
a20,236,1416000,14160.0,236.0,A,1,1416000,1422000
a20,237,1422000,14220.0,237.0,A,1,1422000,1428000
a20,238,1428000,14280.0,238.0,A,1,1428000,1434000
a20,239,1434000,14340.0,239.0,A,1,1434000,1440000
a20,240,1440000,14400.0,240.0,A,1,1440000,1446000
a20,241,1446000,14460.0,241.0,A,1,1446000,1452000
a20,242,1452000,14520.0,242.0,A,1,1452000,1458000
a20,243,1458000,14580.0,243.0,A,1,1458000,1464000
a20,244,1464000,14640.0,244.0,A,1,1464000,1470000
a20,245,1470000,14700.0,245.0,A,1,1470000,1476000
a20,246,1476000,14760.0,246.0,A,1,1476000,1482000
a20,247,1482000,14820.0,247.0,A,1,1482000,1488000
a20,248,1488000,14880.0,248.0,A,1,1488000,1494000
a20,249,1494000,14940.0,249.0,A,1,1494000,1500000
a20,250,1500000,15000.0,250.0,A,1,1500000,1506000
a20,251,1506000,15060.0,251.0,A,1,1506000,1512000
a20,252,1512000,15120.0,252.0,A,1,1512000,1518000
a20,253,1518000,15180.0,253.0,A,1,1518000,1524000
a20,254,1524000,15240.0,254.0,A,1,1524000,1530000
a20,255,1530000,15300.0,255.0,A,1,1530000,1536000
a20,256,1536000,15360.0,256.0,A,1,1536000,1542000
a20,257,1542000,15420.0,257.0,A,1,1542000,1548000
a20,258,1548000,15480.0,258.0,A,1,1548000,1554000
a20,259,1554000,15540.0,259.0,A,1,1554000,1560000
a20,260,1560000,15600.0,260.0,A,1,1560000,1566000
a20,261,1566000,15660.0,261.0,A,1,1566000,1572000
a20,262,1572000,15720.0,262.0,A,1,1572000,1578000
a20,263,1578000,15780.0,263.0,A,1,1578000,1584000
a20,264,1584000,15840.0,264.0,A,1,1584000,1590000
a20,265,1590000,15900.0,265.0,A,1,1590000,1596000
a20,266,1596000,15960.0,266.0,N,0,1596000,1602000
a20,267,1602000,16020.0,267.0,N,0,1602000,1608000
a20,268,1608000,16080.0,268.0,N,0,1608000,1614000
a20,269,1614000,16140.0,269.0,A,1,1614000,1620000
a20,270,1620000,16200.0,270.0,A,1,1620000,1626000
a20,271,1626000,16260.0,271.0,A,1,1626000,1632000
a20,272,1632000,16320.0,272.0,A,1,1632000,1638000
a20,273,1638000,16380.0,273.0,A,1,1638000,1644000
a20,274,1644000,16440.0,274.0,A,1,1644000,1650000
a20,275,1650000,16500.0,275.0,A,1,1650000,1656000
a20,276,1656000,16560.0,276.0,A,1,1656000,1662000
a20,277,1662000,16620.0,277.0,A,1,1662000,1668000
a20,278,1668000,16680.0,278.0,A,1,1668000,1674000
a20,279,1674000,16740.0,279.0,A,1,1674000,1680000
a20,280,1680000,16800.0,280.0,A,1,1680000,1686000
a20,281,1686000,16860.0,281.0,N,0,1686000,1692000
a20,282,1692000,16920.0,282.0,N,0,1692000,1698000
a20,283,1698000,16980.0,283.0,N,0,1698000,1704000
a20,284,1704000,17040.0,284.0,N,0,1704000,1710000
a20,285,1710000,17100.0,285.0,N,0,1710000,1716000
a20,286,1716000,17160.0,286.0,N,0,1716000,1722000
a20,287,1722000,17220.0,287.0,N,0,1722000,1728000
a20,288,1728000,17280.0,288.0,N,0,1728000,1734000
a20,289,1734000,17340.0,289.0,N,0,1734000,1740000
a20,290,1740000,17400.0,290.0,N,0,1740000,1746000
a20,291,1746000,17460.0,291.0,N,0,1746000,1752000
a20,292,1752000,17520.0,292.0,N,0,1752000,1758000
a20,293,1758000,17580.0,293.0,N,0,1758000,1764000
a20,294,1764000,17640.0,294.0,A,1,1764000,1770000
a20,295,1770000,17700.0,295.0,A,1,1770000,1776000
a20,296,1776000,17760.0,296.0,A,1,1776000,1782000
a20,297,1782000,17820.0,297.0,A,1,1782000,1788000
a20,298,1788000,17880.0,298.0,A,1,1788000,1794000
